virus_unid	human_unid	pred_score	pred_label
YP_008492996.1	Q9NQ89	0.042907294	0
YP_009333168.1	Q8NDY3	0.000102144484	0
NP_570284.1	P08686	9.358361e-09	0
ACU30841.1	Q9H920	0.07186788	0
YP_008136239.1	P53814	2.9661853e-05	0
YP_068305.1	Q8WV83	0.13632478	0
YP_009252364.1	Q92506	2.1795326e-05	0
YP_010097651.1	Q96E93	1.6075245e-07	0
AP_000259.1	P55075	2.326681e-06	0
YP_009344930.1	P42261	0.0008311091	0
AEV55036.1	A6NEM1	5.1082858e-05	0
YP_009252239.1	Q9Y4R8	0.009988596	0
YP_009344939.1	Q96QV1	0.004728811	0
AFD22104.1	Q9UQ07	1.5972203e-06	0
YP_010097703.1	Q9UL51	2.7909888e-05	0
YP_009344935.1	Q9NRZ9	0.71484965	1
YP_009552104.1	O95259	0.0019597178	0
YP_010097072.1	P53814	1.579979e-05	0
CAP08090.1	P21549	0.0033389472	0
YP_010113380.1	Q16236	4.453992e-05	0
YP_010113298.1	Q9GZU8	0.0063304575	0
YP_068186.1	Q8IUM7	0.31179866	0
YP_007985674.1	P58012	8.3456085e-05	0
YP_009703185.1	P20061	3.9790166e-07	0
YP_009109592.1	A5D8T8	3.9743743e-08	0
NP_041236.2	P40200	0.0005090597	0
YP_010097673.1	Q2M2I8	0.06594195	0
ACN89711.1	Q7L0Q8	1.6916613e-06	0
YP_001033936.1	Q8IZP1	5.6674067e-05	0
NP_598369.1	Q92628	0.07099234	0
YP_009703203.1	P32321	3.0712047e-06	0
YP_007518090.1	O43581	2.1918555e-05	0
YP_005296226.1	Q9NZU7	1.1748069e-06	0
AEV54969.1	Q96CQ1	5.9341016e-07	0
NP_570769.1	Q9BQ90	2.5215782e-06	0
YP_067927.1	O43581	0.0032585338	0
YP_009552110.1	P30989	6.8769846e-06	0
YP_068302.1	Q14714	0.018122286	0
YP_214060.1	Q9H7J1	0.00017943865	0
YP_010113404.1	Q8IUM7	0.00024162298	0
YP_008493025.1	Q8NB78	0.00011625642	0
YP_009703091.1	Q7RTW8	0.004016425	0
AAF19390.1	P22830	7.994782e-07	0
YP_010113349.1	Q6DHV7	2.495335e-07	0
YP_001033984.1	P11926	2.9014182e-06	0
YP_009252278.1	P49146	7.922533e-09	0
NP_570177.1	Q9BXC9	1.951866e-05	0
YP_009703078.1	Q99593	1.0394406e-06	0
YP_214011.1	A6NDI0	2.9446841e-08	0
BAA82954.1	P08235	0.009308773	0
YP_008492975.1	Q96SJ8	8.883071e-06	0
YP_182371.1	O95944	1.0220868e-06	0
NP_066887.1	P08235	0.43335977	0
YP_009703106.1	Q8NDB2	0.709961	1
AAD03075.1	Q13868	0.03572808	0
ACN89730.1	Q7RTT9	0.008898568	0
YP_068341.1	Q76KP1	0.0016045475	0
YP_214028.1	Q9UBY9	0.013284466	0
YP_009703134.1	Q8IV48	2.1378028e-06	0
NP_570799.1	Q8WV83	0.16180812	0
YP_009252272.1	Q8NEY8	0.20716557	0
AFW97363.1	Q13907	3.725161e-06	0
AFD21987.1	Q96GR2	2.7177212e-08	0
CAP08064.1	Q9ULD6	0.041741416	0
CAP08182.1	P30084	0.4498164	0
AEV54987.1	P53814	0.044563174	0
YP_009703077.1	Q5VIR6	0.00035889103	0
YP_068103.1	Q9Y575	2.5022175e-07	0
YP_068212.1	P0DOY3	0.0019976299	0
YP_214030.1	Q969U7	4.5893794e-05	0
YP_214018.1	Q8IV48	3.233072e-05	0
AAD12314.1	Q9UKZ1	2.983098e-05	0
YP_009552102.1	Q9NRG0	0.100452065	0
YP_009703081.1	Q9BXJ3	9.2035425e-06	0
AAD03091.1	P19256	1.7178445e-05	0
YP_009507388.1	Q86US8	0.26777595	0
YP_068329.1	Q6ZT98	4.7408474e-05	0
YP_009344900.1	Q86Y01	0.0026769857	0
YP_214149.1	Q9Y575	1.4814266e-07	0
YP_009505574.1	A8MYZ6	2.4331037e-05	0
NP_066857.1	Q9P2X7	0.0090808915	0
YP_009703088.1	P01834	1.7078071e-05	0
YP_009667153.1	Q03393	0.00023043991	0
YP_010097644.1	Q8NFH8	0.2677416	0
YP_005296207.1	P42126	0.0735483	0
AFD22117.1	Q96KR7	1.0676239e-05	0
YP_004346915.1	Q8NGU9	1.7370663e-09	0
AP_000353.1	Q12891	0.0010169308	0
YP_068154.1	Q8TB73	4.0161234e-05	0
YP_068122.1	Q9ULM2	8.2858e-09	0
YP_214099.1	O43612	0.00044548584	0
AAD21367.1	Q6PID8	4.4380095e-06	0
YP_005296197.1	Q8N907	1.3483566e-05	0
YP_010097671.1	P11926	5.6359823e-07	0
YP_009505575.1	P42126	0.00011324097	0
YP_009703213.1	Q9NR97	3.186673e-07	0
YP_009703072.1	Q9UIH9	1.617201e-07	0
YP_009513222.1	Q7Z444	0.00013670757	0
AP_000066.1	Q8NE79	1.6863292e-05	0
YP_004782205.1	Q9BVM2	8.8040004e-05	0
YP_068135.1	Q13907	2.0090223e-05	0
YP_009449558.1	Q86VD9	1.1917054e-05	0
YP_214055.1	P22307	0.00017550262	0
YP_005296221.1	Q6UE05	1.878597e-05	0
YP_010113406.1	Q15435	1.9792228e-09	0
NP_570803.1	Q96E52	0.7747239	1
AFD22006.1	Q9BZJ7	6.699661e-09	0
AIY35084.1	Q86XP1	1.532365e-05	0
YP_067930.1	Q99622	1.9805244e-05	0
YP_214081.1	Q9BVA6	0.00021126181	0
YP_009703207.1	O95944	2.1932426e-08	0
AEV55005.1	Q03393	0.019886341	0
YP_001033935.1	Q9UBM4	3.4216005e-06	0
YP_009505801.1	Q9H3H1	0.0006888893	0
AP_000256.1	Q7Z444	0.03217573	0
YP_068253.1	Q9Y5C1	0.0058573424	0
YP_007985667.1	Q5T3U5	1.0184419e-06	0
YP_010097067.1	P56730	5.0822327e-05	0
YP_068362.1	Q96CS4	3.7585734e-05	0
YP_068017.1	Q6P4E1	0.9844259	1
YP_004123751.1	A0A087WVF3	1.1443268e-05	0
YP_214131.1	Q13201	0.0006727766	0
YP_010113315.1	P08151	1.3038127e-08	0
ACN89690.1	Q86YN6	3.2417443e-05	0
CAP08083.1	Q99697	5.3882825e-08	0
YP_009703061.1	P08235	0.04361192	0
YP_010097631.1	Q16739	4.6988205e-08	0
NP_066886.1	O43181	0.0034087482	0
YP_068303.1	Q9H321	9.988707e-05	0
YP_068364.1	Q96F25	3.2094093e-05	0
AFD22136.1	Q9P2K6	6.5997773e-07	0
YP_009553677.1	Q9H668	1.4066201e-06	0
YP_068125.1	O95263	8.124971e-05	0
YP_214017.1	O43612	0.00017189691	0
NP_044184.1	Q9Y561	9.245962e-06	0
YP_009344881.1	Q13574	0.00029378038	0
YP_008136232.1	Q5R372	0.0013636098	0
YP_008492951.1	Q6ZNG0	2.0916432e-10	0
YP_008520229.1	Q07325	0.0036643997	0
CAP08088.1	Q9UPP2	0.009141994	0
YP_214114.2	P01236	0.0004683049	0
NP_015540.1	O75330	8.7835724e-05	0
BAA82951.1	Q9NXG2	0.35004997	0
YP_009449562.1	Q8IZF3	3.762202e-07	0
AEV54980.1	P29728	8.206866e-06	0
AEV54973.1	A6NI03	1.1625843e-07	0
YP_009130675.1	O95218	7.9261976e-05	0
NP_108654.1	P08294	0.0007176146	0
YP_214053.1	O95478	0.00065797684	0
AIY35069.1	Q9H321	4.500921e-06	0
YP_173327.1	Q99612	4.5060474e-08	0
YP_009252297.1	Q6ZWI9	0.00040875815	0
YP_001033954.1	Q8N9V2	5.743643e-05	0
YP_009551574.1	P30291	0.8402991	1
YP_010113321.1	Q9NP92	1.207528e-06	0
YP_009197.1	Q9ULT6	0.00018335278	0
YP_009703058.1	Q969V1	1.4936122e-11	0
BAA82901.1	Q86YR7	0.0039703236	0
YP_009252273.1	O00270	0.0003832794	0
AP_000046.1	Q9H553	0.0036322728	0
YP_009703074.1	O15375	2.0588718e-06	0
YP_009703173.1	Q13574	3.4907558e-07	0
AEV55044.1	P55318	8.804241e-08	0
YP_010086830.1	Q96SJ8	3.437751e-07	0
YP_068262.1	Q96JG8	0.000346281	0
YP_008492962.1	Q7Z4M0	0.001696198	0
YP_010113310.1	P0CF74	0.9115913	1
YP_068314.1	Q8WYL5	6.033796e-07	0
YP_008492960.1	Q6Q0C0	0.010167008	0
NP_570781.1	Q9H0C8	0.011937207	0
AAD21375.1	Q9H2I8	0.93503547	1
YP_009389278.1	Q9H920	2.9196181e-08	0
YP_010097634.1	P46093	7.604173e-09	0
AP_000609.1	Q8WXA3	0.22358462	0
YP_009508496.1	P01834	0.0014338702	0
YP_214058.1	Q6NVV1	0.42455417	0
YP_008145316.1	Q8N3Y1	2.1847663e-05	0
YP_009109593.1	Q9Y4R8	0.010060591	0
YP_010113279.1	Q6NVY1	3.326183e-06	0
YP_068159.1	Q86WT1	0.00079322146	0
YP_009344910.1	Q6PJ69	4.9554037e-06	0
NP_044210.1	Q8TF46	2.2636023e-07	0
YP_010097113.1	Q8N4S7	4.4689436e-08	0
YP_010113414.1	Q99426	4.727245e-06	0
YP_182405.2	Q92800	0.032430217	0
YP_010097693.1	Q9C098	1.5165542e-08	0
BAA82942.1	Q9BZP6	0.00022721749	0
YP_009046821.1	Q8IU60	1.9275634e-05	0
YP_009241386.1	Q8NFD2	6.258331e-05	0
YP_009551965.1	Q9GZN0	1.4685098e-06	0
YP_209235.1	Q9BVK2	1.951974e-05	0
YP_010097102.1	Q9H814	0.011885927	0
YP_009344896.1	Q9BVK2	8.562152e-07	0
YP_007518087.1	O43240	1.0004711e-05	0
BAA82893.1	Q8IY85	0.0922963	0
YP_009552780.1	P49279	4.3887703e-05	0
YP_010113289.1	A8MUZ8	2.2681534e-11	0
NP_044194.1	P16455	2.9794703e-05	0
AP_000616.1	Q9UP65	0.0038192444	0
YP_009344838.1	Q9BVW5	2.583797e-05	0
AP_000362.1	Q8IWB7	0.0001262672	0
NP_044204.1	Q0VDF9	0.0037449743	0
YP_009703075.1	Q8IZF7	8.1426386e-08	0
YP_010113408.1	Q8N5X7	1.0448667e-05	0
YP_068191.1	Q9NZM6	5.3893103e-08	0
NP_570304.1	O75973	0.4283824	0
AP_000345.1	P13385	5.307414e-09	0
YP_010113354.1	P08294	1.0453316e-06	0
CAP08061.1	Q9P2X3	4.1528474e-06	0
AP_000053.1	P48431	0.0002552908	0
YP_068139.1	Q9H2A3	0.00018641622	0
YP_007985671.1	P42568	0.053993966	0
YP_008492957.1	Q9BTE0	0.0002761234	0
YP_010113418.1	E5RJM6	2.1125374e-05	0
YP_009094035.1	Q9NRG7	0.00067974837	0
YP_005296367.1	P0CG04	0.00033189318	0
YP_010113328.1	Q6PF15	1.2856863e-06	0
YP_009703120.1	P45985	6.966022e-07	0
YP_009094038.1	Q9Y3R4	0.00037850748	0
AAG36981.1	Q9UKG4	1.4261343e-05	0
BAA82902.1	Q96GR2	6.5762506e-06	0
AP_000254.1	O75330	0.0003771249	0
AEV54988.1	P38571	6.760269e-05	0
YP_010113371.1	Q8N878	2.6185803e-06	0
YP_001034010.1	F8WCM5	1.9991377e-05	0
AFD21877.1	Q9NP92	2.0754671e-06	0
YP_068178.1	P42126	0.9258766	1
CAP08053.1	Q5SZL2	0.013628064	0
NP_570789.1	Q9BS86	0.8421213	1
NP_066837.1	A6NM62	0.0014090027	0
YP_009130671.1	Q9Y580	0.009713093	0
YP_010113318.1	Q8N196	1.3656672e-06	0
AEV55048.1	Q9H2C1	9.411335e-06	0
YP_008492966.1	Q96LW2	2.2873915e-06	0
YP_009218.1	P01834	0.001051044	0
AIY35099.1	P11831	0.022783414	0
AEV55042.1	P55075	0.00011833575	0
NP_066829.1	Q9BQ90	8.343358e-06	0
YP_005296218.1	Q99797	7.739468e-08	0
YP_010097642.1	Q86XP1	2.1916678e-06	0
YP_068129.1	Q17R89	0.010948103	0
NP_570165.1	Q8N5X7	0.9651568	1
YP_182346.1	P47900	1.0827434e-08	0
YP_009703094.1	P08514	0.015048657	0
YP_004123759.1	Q14934	3.4959452e-05	0
YP_001331029.1	Q6DHV7	0.004925868	0
YP_010086095.1	P09630	5.0968654e-05	0
CAP08167.1	Q9UNH5	0.00013803845	0
ACN89767.1	Q7Z4V0	5.030188e-07	0
YP_068168.1	Q53EV4	4.1872036e-06	0
YP_010113400.1	Q8N554	6.1107513e-10	0
AEV55027.1	O43240	2.0623167e-05	0
YP_009553486.1	Q6PJG2	5.08247e-05	0
BAA82950.1	Q92832	0.00015173324	0
CAP08157.1	O95944	3.2286977e-08	0
YP_010113325.1	Q5XKR4	2.0596682e-09	0
YP_010113291.1	P42262	8.363039e-10	0
YP_068106.1	Q14934	0.00014800928	0
YP_182356.1	P19021	0.027717069	0
YP_338084.1	P49675	0.15462282	0
YP_068268.1	P48506	0.9609679	1
YP_009703138.1	Q5U651	1.2535497e-06	0
YP_009344944.1	Q9Y3R4	0.12427916	0
YP_010113305.1	Q9NY25	4.6070032e-09	0
AAD03065.1	O60312	2.4291788e-07	0
YP_214160.1	O75879	8.497296e-07	0
YP_003204679.1	P04180	0.015998524	0
AEV55054.1	Q6UUV9	2.128326e-05	0
AEV55040.1	Q9BZG8	0.00012533776	0
YP_009252249.1	A5YM72	8.815473e-06	0
ACN89758.1	Q6ZVH7	1.5957808e-08	0
YP_068217.1	O60883	1.0572437e-09	0
CAP08096.1	Q5VTY9	8.657357e-07	0
NP_066890.1	Q5SVQ8	9.934486e-09	0
YP_001033988.1	Q9NRG7	2.4959092e-05	0
AFD22071.1	Q5SVQ8	4.7146633e-09	0
YP_182363.2	A5YM72	0.036787897	0
YP_068239.1	Q6U736	1.4389165e-10	0
AEV55035.1	Q13574	0.00033975142	0
YP_001033989.1	Q8N3Y1	2.4566381e-05	0
AFD21955.1	Q86Y01	0.00031614534	0
YP_010097685.1	Q9NXP7	2.6177458e-05	0
NP_570285.1	Q68EM7	0.06306057	0
AEV55006.1	O43827	0.4468036	0
YP_214025.1	P55056	1.0352303e-08	0
YP_004123749.1	Q13201	0.07143498	0
YP_009703111.1	O43827	0.0032334698	0
YP_068175.1	P27544	8.296776e-07	0
AEV54978.1	P15692	0.0016069387	0
YP_009204.1	P55075	2.7202423e-06	0
AEV54974.1	Q9BRJ2	0.004950395	0
NP_047412.1	Q92537	1.0209762e-05	0
YP_009344874.1	Q15345	3.9006522e-06	0
AEV55067.1	Q5VIR6	6.163861e-05	0
YP_009551893.1	Q8NB16	6.943194e-05	0
YP_009252266.1	Q9H3H1	0.0009219658	0
YP_009824984.1	Q3SYG4	4.235352e-06	0
YP_010113314.1	P16415	2.2120827e-10	0
NP_570768.1	Q9Y3R4	0.00013964593	0
YP_009703132.1	Q8TF20	1.1249944e-09	0
YP_010113336.1	Q7Z769	1.0973635e-08	0
YP_068195.1	P52788	0.008088913	0
AAT95221.1	P49771	1.8810658e-06	0
YP_009703201.1	Q9H8J5	1.367304e-06	0
YP_010097123.1	O75602	0.00014255386	0
CAP08207.1	Q7RTV3	3.885479e-07	0
YP_009703089.1	A6NGB7	2.0294538e-05	0
YP_009344924.1	O95259	1.2969096e-07	0
YP_010113424.1	Q96N77	3.4578318e-09	0
YP_007518073.1	Q96P53	3.5310852e-06	0
YP_010113295.1	O60941	3.9780832e-07	0
YP_004123755.1	O14492	9.976142e-05	0
YP_010097056.1	Q9BSE5	2.0470118e-07	0
YP_068183.1	Q9UJU5	1.514784e-07	0
YP_009344835.1	P47900	7.512744e-09	0
YP_214016.1	P06127	6.2347326e-06	0
YP_068249.1	P19021	1.5500702e-05	0
YP_010113368.1	O95665	1.4355364e-10	0
YP_005296333.1	P49279	4.0562114e-07	0
YP_009109617.1	A0PJW8	2.7992144e-06	0
YP_010097125.1	P42261	7.66797e-08	0
AAW02835.1	Q8WXR4	0.10476114	0
CAP08199.1	Q86YR5	3.1571255e-07	0
AP_000636.1	Q96MY7	0.000868551	0
YP_214049.1	P07320	4.167476e-05	0
YP_001033983.1	P49675	0.0006352884	0
YP_005296208.1	P06127	2.4090087e-07	0
CAP08054.1	Q5VXJ0	7.2684954e-05	0
CAP08173.1	Q2L4Q9	2.54476e-07	0
YP_068111.1	Q9HB90	0.0012077304	0
YP_009505554.1	P00441	9.145202e-06	0
YP_010097092.1	A8K8V0	1.570684e-08	0
YP_008439207.1	Q9NXG2	0.0008596702	0
YP_077182.1	P57082	0.9686828	1
YP_009220.1	Q96T51	0.00010803401	0
YP_068267.1	Q8TF01	2.5005118e-05	0
YP_009337828.1	Q5SVQ8	1.5256205e-08	0
YP_068304.1	Q9UQP3	1.4268212e-06	0
YP_005296195.1	O95263	1.2712143e-06	0
YP_010113261.1	Q13905	7.4070335e-06	0
YP_008720074.1	Q96GR2	2.086104e-07	0
YP_009703117.1	O14798	3.3221415e-05	0
YP_003778195.1	Q7L0Q8	0.41827893	0
YP_009703161.1	Q12999	1.4874057e-08	0
YP_001034011.2	P38571	0.07694745	0
YP_010113334.1	Q13216	3.448422e-08	0
ACN89739.1	Q96G46	6.458152e-06	0
AFD21909.1	Q86UZ6	9.4982695e-08	0
AFD22020.1	Q96T51	6.125095e-05	0
YP_010113275.1	Q9P2K6	4.4262823e-08	0
AEV55019.1	P31371	2.684098e-06	0
YP_068226.1	A8MPS7	2.76564e-07	0
YP_009109576.1	Q8N9M1	0.00014501868	0
YP_004021926.1	O60239	0.11391545	0
YP_010097633.1	Q9Y519	3.5403943e-08	0
YP_008136231.1	Q9H993	9.48677e-07	0
YP_004346947.1	Q16816	0.9414167	1
YP_008145320.1	Q03468	0.00040516575	0
YP_010097645.1	Q2TAC2	4.9981104e-06	0
YP_068113.1	Q8WY91	2.4098595e-06	0
YP_068119.1	P52788	1.1619087e-06	0
CAP08047.1	Q8IY85	1.668442e-05	0
AP_000630.1	Q7Z3S7	4.6393387e-09	0
YP_009703073.1	Q9BRQ0	0.0008519405	0
AAD21355.1	O95239	0.001393702	0
YP_005296330.1	O60447	6.3037264e-06	0
AAD21354.1	P55075	0.00013979447	0
YP_010113256.1	Q5SRI9	2.1166244e-07	0
AFD21921.1	P08686	3.3324254e-06	0
AAD21385.1	Q8TDI8	0.13469528	0
YP_009703170.1	Q8N8Z8	6.006267e-10	0
NP_066912.1	Q6UXF7	0.0011364976	0
NP_108661.1	P11831	0.001100099	0
YP_008492984.1	Q5VTY9	4.333019e-07	0
YP_009449563.1	A6NGB7	3.6801364e-06	0
NP_108679.1	Q8TC44	0.00013425515	0
AFD21891.1	A5D8T8	5.969964e-07	0
YP_010097692.1	Q8N5X7	0.0076444345	0
YP_009252229.1	Q13002	3.7341348e-08	0
YP_010113379.1	Q7Z6K4	8.5383284e-08	0
AEV55068.1	P30084	0.10479648	0
YP_001033975.1	Q9H171	0.03358808	0
YP_068317.1	Q12891	0.0006196839	0
YP_338076.1	O75879	0.081110194	0
AAC64689.1	Q9Y519	3.864345e-06	0
ACN89714.1	Q96CS4	9.637176e-07	0
NP_570281.1	P15735	4.6682423e-08	0
YP_009140478.1	Q96BQ3	2.6936837e-07	0
ACN89702.1	Q6L9W6	5.382526e-05	0
AAY68299.1	Q68EM7	0.00095036183	0
YP_010097081.1	P36222	9.0371785e-08	0
NP_066878.1	Q9Y6H5	6.4544e-05	0
YP_009252240.1	Q9H0C8	3.1983214e-05	0
YP_010097623.1	Q9H2I8	5.765429e-05	0
YP_009703102.1	Q8WVK2	2.2831699e-05	0
YP_068338.1	O43612	0.0011327919	0
YP_005296365.1	Q92541	0.0021006924	0
YP_004123741.1	P78426	1.759184e-07	0
YP_067911.1	Q96FM1	8.8235544e-07	0
YP_068245.1	Q9H5J4	4.041808e-07	0
YP_068288.1	Q86TM3	0.15721865	0
YP_182375.1	Q6U736	5.0504532e-08	0
CAP08186.1	Q9H171	0.0010818318	0
NP_044192.1	Q6PID8	9.561215e-08	0
YP_068142.1	O95944	1.04045885e-05	0
NP_570306.1	Q96QV1	8.303122e-06	0
CAP08152.1	Q03393	2.7383729e-05	0
AFD22084.1	Q96NL1	6.774017e-06	0
AP_000073.1	Q8N5X7	1.3857445e-05	0
YP_010097079.1	P01834	0.00029726842	0
YP_008798235.1	P09669	6.427234e-06	0
ACN89778.1	Q9HD36	6.9998123e-07	0
YP_009507385.1	Q86Y34	1.8053445e-08	0
YP_010113343.1	Q99426	8.5403415e-05	0
YP_003896050.1	Q16816	0.018692093	0
YP_068313.1	Q9NYA1	0.005139367	0
YP_008492976.1	P56696	7.9444835e-06	0
YP_068121.1	P51955	0.0114245955	0
AP_000629.1	Q96H86	1.0468795e-09	0
AAD21389.1	A8MZ59	0.005050865	0
NP_044185.1	Q8N123	0.023768626	0
CAP08052.1	Q5VZE5	0.00017841466	0
CAP08137.1	Q16236	0.004226808	0
BAA82921.1	A4D126	0.007823139	0
YP_068117.1	P01733	1.2685212e-08	0
YP_010113338.1	Q8NFH8	6.459695e-05	0
AFD22052.1	Q9NYK5	0.00029445445	0
NP_066838.1	A4D126	0.008329395	0
YP_010113345.1	O14607	0.014484469	0
AEV54963.1	Q8IZ96	6.828473e-07	0
YP_009703055.1	Q6ZMQ8	0.0011642461	0
YP_009252271.1	P05305	0.00018345	0
CAP08192.1	Q6NVY1	2.9832704e-06	0
YP_009140480.1	P42568	0.060780603	0
YP_214120.1	O75840	3.0610336e-09	0
YP_010113323.1	Q8IZP1	4.4109834e-06	0
YP_008492996.1	Q9NQ89	0.042907294	0
YP_009333168.1	Q8NDY3	0.000102144484	0
NP_570284.1	P08686	9.358361e-09	0
ACU30841.1	Q9H920	0.07186788	0
YP_008136239.1	P53814	2.9661853e-05	0
YP_068305.1	Q8WV83	0.13632478	0
YP_009252364.1	Q92506	2.1795326e-05	0
YP_010097651.1	Q96E93	1.6075275e-07	0
AP_000259.1	P55075	2.326681e-06	0
YP_009344930.1	P42261	0.0008311091	0
AEV55036.1	A6NEM1	5.1082858e-05	0
YP_009252239.1	Q9Y4R8	0.009988596	0
YP_009344939.1	Q96QV1	0.004728811	0
AFD22104.1	Q9UQ07	1.5972203e-06	0
YP_010097703.1	Q9UL51	2.7909888e-05	0
YP_009344935.1	Q9NRZ9	0.71484965	1
YP_009552104.1	O95259	0.0019597178	0
YP_010097072.1	P53814	1.579979e-05	0
CAP08090.1	P21549	0.0033389472	0
YP_010113380.1	Q16236	4.453992e-05	0
YP_010113298.1	Q9GZU8	0.006330461	0
YP_068186.1	Q8IUM7	0.31179866	0
YP_007985674.1	P58012	8.3456085e-05	0
YP_009703185.1	P20061	3.9790166e-07	0
YP_009109592.1	A5D8T8	3.9743743e-08	0
NP_041236.2	P40200	0.0005090597	0
YP_010097673.1	Q2M2I8	0.06594195	0
ACN89711.1	Q7L0Q8	1.6916613e-06	0
YP_001033936.1	Q8IZP1	5.6674067e-05	0
NP_598369.1	Q92628	0.07099234	0
YP_009703203.1	P32321	3.0712047e-06	0
YP_007518090.1	O43581	2.1918555e-05	0
YP_005296226.1	Q9NZU7	1.1748069e-06	0
AEV54969.1	Q96CQ1	5.9341016e-07	0
NP_570769.1	Q9BQ90	2.5215782e-06	0
YP_067927.1	O43581	0.0032585338	0
YP_009552110.1	P30989	6.8769846e-06	0
YP_068302.1	Q14714	0.018122286	0
YP_214060.1	Q9H7J1	0.00017943865	0
YP_010113404.1	Q8IUM7	0.00024162322	0
YP_008493025.1	Q8NB78	0.00011625654	0
YP_009703091.1	Q7RTW8	0.004016425	0
AAF19390.1	P22830	7.994782e-07	0
YP_010113349.1	Q6DHV7	2.495335e-07	0
YP_001033984.1	P11926	2.9014182e-06	0
YP_009252278.1	P49146	7.922533e-09	0
NP_570177.1	Q9BXC9	1.951866e-05	0
YP_009703078.1	Q99593	1.0394406e-06	0
YP_214011.1	A6NDI0	2.9446841e-08	0
BAA82954.1	P08235	0.009308773	0
YP_008492975.1	Q96SJ8	8.883071e-06	0
YP_182371.1	O95944	1.022083e-06	0
NP_066887.1	P08235	0.43336	0
YP_009703106.1	Q8NDB2	0.709961	1
AAD03075.1	Q13868	0.03572808	0
ACN89730.1	Q7RTT9	0.008898568	0
YP_068341.1	Q76KP1	0.0016045475	0
YP_214028.1	Q9UBY9	0.013284466	0
YP_009703134.1	Q8IV48	2.1378028e-06	0
NP_570799.1	Q8WV83	0.16180812	0
YP_009252272.1	Q8NEY8	0.20716557	0
AFW97363.1	Q13907	3.725161e-06	0
AFD21987.1	Q96GR2	2.7177212e-08	0
CAP08064.1	Q9ULD6	0.041741416	0
CAP08182.1	P30084	0.4498164	0
AEV54987.1	P53814	0.044563174	0
YP_009703077.1	Q5VIR6	0.00035889103	0
YP_068103.1	Q9Y575	2.5022175e-07	0
YP_068212.1	P0DOY3	0.0019976299	0
YP_214030.1	Q969U7	4.5893794e-05	0
YP_214018.1	Q8IV48	3.233072e-05	0
AAD12314.1	Q9UKZ1	2.9830951e-05	0
YP_009552102.1	Q9NRG0	0.10045209	0
YP_009703081.1	Q9BXJ3	9.2035425e-06	0
AAD03091.1	P19256	1.7178445e-05	0
YP_009507388.1	Q86US8	0.26777595	0
YP_068329.1	Q6ZT98	4.7408474e-05	0
YP_009344900.1	Q86Y01	0.0026769857	0
YP_214149.1	Q9Y575	1.4814266e-07	0
YP_009505574.1	A8MYZ6	2.4331037e-05	0
NP_066857.1	Q9P2X7	0.0090808915	0
YP_009703088.1	P01834	1.7078071e-05	0
YP_009667153.1	Q03393	0.00023043991	0
YP_010097644.1	Q8NFH8	0.26774186	0
YP_005296207.1	P42126	0.073548235	0
AFD22117.1	Q96KR7	1.0676239e-05	0
YP_004346915.1	Q8NGU9	1.7370663e-09	0
AP_000353.1	Q12891	0.0010169308	0
YP_068154.1	Q8TB73	4.0161234e-05	0
YP_068122.1	Q9ULM2	8.2858e-09	0
YP_214099.1	O43612	0.00044548584	0
AAD21367.1	Q6PID8	4.4380095e-06	0
YP_005296197.1	Q8N907	1.3483566e-05	0
YP_010097671.1	P11926	5.6359823e-07	0
YP_009505575.1	P42126	0.00011324097	0
YP_009703213.1	Q9NR97	3.186673e-07	0
YP_009703072.1	Q9UIH9	1.617201e-07	0
YP_009513222.1	Q7Z444	0.00013670757	0
AP_000066.1	Q8NE79	1.6863292e-05	0
YP_004782205.1	Q9BVM2	8.8040004e-05	0
YP_068135.1	Q13907	2.0090223e-05	0
YP_009449558.1	Q86VD9	1.1917054e-05	0
YP_214055.1	P22307	0.00017550262	0
YP_005296221.1	Q6UE05	1.8786004e-05	0
YP_010113406.1	Q15435	1.9792228e-09	0
NP_570803.1	Q96E52	0.7747239	1
AFD22006.1	Q9BZJ7	6.699661e-09	0
AIY35084.1	Q86XP1	1.532365e-05	0
YP_067930.1	Q99622	1.9805244e-05	0
YP_214081.1	Q9BVA6	0.00021126181	0
YP_009703207.1	O95944	2.1932426e-08	0
AEV55005.1	Q03393	0.019886341	0
YP_001033935.1	Q9UBM4	3.4216005e-06	0
YP_009505801.1	Q9H3H1	0.0006888893	0
AP_000256.1	Q7Z444	0.03217573	0
YP_068253.1	Q9Y5C1	0.005857358	0
YP_007985667.1	Q5T3U5	1.0184439e-06	0
YP_010097067.1	P56730	5.0822327e-05	0
YP_068362.1	Q96CS4	3.7585734e-05	0
YP_068017.1	Q6P4E1	0.9844259	1
YP_004123751.1	A0A087WVF3	1.1443268e-05	0
YP_214131.1	Q13201	0.0006727766	0
YP_010113315.1	P08151	1.3038127e-08	0
ACN89690.1	Q86YN6	3.2417443e-05	0
CAP08083.1	Q99697	5.3882825e-08	0
YP_009703061.1	P08235	0.04361192	0
YP_010097631.1	Q16739	4.6988205e-08	0
NP_066886.1	O43181	0.0034087482	0
YP_068303.1	Q9H321	9.988707e-05	0
YP_068364.1	Q96F25	3.2094093e-05	0
AFD22136.1	Q9P2K6	6.5997773e-07	0
YP_009553677.1	Q9H668	1.4066201e-06	0
YP_068125.1	O95263	8.124971e-05	0
YP_214017.1	O43612	0.00017189691	0
