human_unid	virus_unid	pred_score
O95858	P04936	0.117
P10747	P04936	0.150
O95832	P04936	0.083
A0A0B4J1V1	P04936	0.063
P01909	P04936	0.100
Q9Y5I2	P04936	0.039
Q5T1S8	P04936	0.047
P27487	P04936	0.030
P35499	P04936	0.035
O60469	P04936	0.049
Q96P68	P04936	0.100
Q86VW1	P04936	0.081
P07996	P04936	0.035
A0A075B6I4	P04936	0.059
P16581	P04936	0.087
Q8NGZ6	P04936	0.043
P56373	P04936	0.054
Q8WXD0	P04936	0.058
Q6ZSA7	P04936	0.081
P20916	P04936	0.045
P51172	P04936	0.037
Q9H0M0	P04936	0.048
P41231	P04936	0.061
Q99250	P04936	0.044
Q9GZQ6	P04936	0.049
P0CF51	P04936	0.051
Q6UXD5	P04936	0.050
Q9H400	P04936	0.060
A0A0C4DH31	P04936	0.039
Q8IUH5	P04936	0.054
P25929	P04936	0.064
Q969Z4	P04936	0.077
Q96AP7	P04936	0.058
P33681	P04936	0.045
P18627	P04936	0.045
A0A0B4J268	P04936	0.047
P04233	P04936	0.098
Q9HBX8	P04936	0.041
Q96FE5	P04936	0.047
Q9UM73	P04936	0.049
P09958	P04936	0.035
P42892	P04936	0.063
Q96QU1	P04936	0.046
P00505	P04936	0.050
Q08209	P04936	0.029
Q96GZ6	P04936	0.063
P42702	P04936	0.043
Q15223	P04936	0.043
Q12959	P04936	0.040
O94973	P04936	0.029
Q9NZ20	P04936	0.047
O00186	P04936	0.031
Q8TE23	P04936	0.057
O14843	P04936	0.083
Q15722	P04936	0.056
Q8NH41	P04936	0.053
P29371	P04936	0.043
Q14126	P04936	0.048
O00499	P04936	0.047
P34981	P04936	0.041
Q8NH73	P04936	0.050
Q9HBG7	P04936	0.043
Q969L2	P04936	0.083
P01814	P04936	0.047
P11229	P04936	0.041
Q8NGL1	P04936	0.060
Q9NR71	P04936	0.053
P18564	P04936	0.049
P29322	P04936	0.060
P51674	P04936	0.055
A0A0C4DH34	P04936	0.059
P01737	P04936	0.044
P43403	P04936	0.071
A0A075B6V5	P04936	0.046
Q29980	P04936	0.055
Q9UI33	P04936	0.035
Q9UBH6	P04936	0.051
Q9Y6W8	P04936	0.078
P13861	P04936	0.099
P80723	P04936	0.053
P19022	P04936	0.047
P01111	P04936	0.053
O75899	P04936	0.074
P26992	P04936	0.052
P34969	P04936	0.091
Q96J02	P04936	0.057
P41181	P04936	0.073
Q9UGF6	P04936	0.057
Q9ULC0	P04936	0.039
P43489	P04936	0.087
Q9HCN6	P04936	0.039
Q14CN2	P04936	0.027
P29320	P04936	0.071
Q86UT5	P04936	0.053
P51153	P04936	0.057
P41586	P04936	0.076
Q92743	P04936	0.047
P21453	P04936	0.045
P25025	P04936	0.084
P56559	P04936	0.064
O43315	P04936	0.069
P16422	P04936	0.052
Q8N6Q3	P04936	0.051
Q8IYS5	P04936	0.093
Q7Z2H8	P04936	0.109
Q9NY26	P04936	0.070
Q8NC96	P04936	0.055
Q9Y5U5	P04936	0.058
Q8NBP7	P04936	0.035
Q9BYF1	P04936	0.063
Q9NQS5	P04936	0.060
P40259	P04936	0.073
P31641	P04936	0.057
Q8NGG0	P04936	0.048
P23634	P04936	0.050
O43557	P04936	0.083
Q9BY15	P04936	0.039
Q86VE9	P04936	0.048
Q13153	P04936	0.039
Q6W5P4	P04936	0.036
Q5IJ48	P04936	0.039
P03979	P04936	0.050
Q9ULV1	P04936	0.051
P40189	P04936	0.033
A0A0B4J1X5	P04936	0.112
Q9Y6Y9	P04936	0.064
Q14982	P04936	0.037
Q01959	P04936	0.053
O43603	P04936	0.042
Q03135	P04936	0.060
P32245	P04936	0.067
Q9Y5L3	P04936	0.050
P46092	P04936	0.108
O43653	P04936	0.078
Q14247	P04936	0.043
Q13733	P04936	0.048
P46094	P04936	0.055
A0A0J9YXX1	P04936	0.054
P08637	P04936	0.077
P62070	P04936	0.087
Q8IZF2	P04936	0.045
P38567	P04936	0.056
Q9P2J2	P04936	0.037
P35408	P04936	0.061
P55286	P04936	0.039
P08575	P04936	0.057
P08138	P04936	0.051
Q6PCB8	P04936	0.080
O43511	P04936	0.043
P34998	P04936	0.061
Q13177	P04936	0.030
P43115	P04936	0.045
P30825	P04936	0.052
O60235	P04936	0.040
P21917	P04936	0.071
Q06418	P04936	0.043
Q13530	P04936	0.065
Q16653	P04936	0.099
A0A075B6J9	P04936	0.133
Q02246	P04936	0.053
P16452	P04936	0.073
Q9BXM0	P04936	0.043
P78310	P04936	0.045
O60896	P04936	0.118
P68104	P04936	0.045
Q4U2R8	P04936	0.035
P23229	P04936	0.055
Q9UBS5	P04936	0.075
Q9BZ76	P04936	0.027
P37173	P04936	0.064
Q6UXZ3	P04936	0.054
Q8NFK1	P04936	0.076
Q8NCT1	P04936	0.044
Q5VWK5	P04936	0.031
Q01628	P04936	0.053
Q6ZTQ4	P04936	0.044
P32247	P04936	0.091
Q96DA2	P04936	0.057
P51148	P04936	0.049
Q86UN3	P04936	0.051
P49146	P04936	0.057
Q9BZM5	P04936	0.109
P28336	P04936	0.028
Q4KMG0	P04936	0.041
Q92673	P04936	0.033
Q96L33	P04936	0.053
A0A075B6R9	P04936	0.079
Q9Y5Y9	P04936	0.043
Q7Z553	P04936	0.051
P31994	P04936	0.085
Q9BY67	P04936	0.047
P0DP03	P04936	0.113
Q8NGL2	P04936	0.073
Q969V1	P04936	0.050
P09693	P04936	0.039
Q08722	P04936	0.053
P06239	P04936	0.058
Q4V9L6	P04936	0.067
P51582	P04936	0.078
P01848	P04936	0.041
P14672	P04936	0.066
A8MXK1	P04936	0.057
Q99519	P04936	0.049
P0DQD5	P04936	0.069
P32241	P04936	0.054
Q8IZY2	P04936	0.044
P57739	P04936	0.047
O60931	P04936	0.085
P0DP01	P04936	0.063
P01889	P04936	0.119
Q16602	P04936	0.065
Q13237	P04936	0.050
Q9NY84	P04936	0.049
P61073	P04936	0.068
Q96JP9	P04936	0.055
P31997	P04936	0.044
Q16581	P04936	0.052
P01834	P04936	0.051
Q8NGU1	P04936	0.092
Q14964	P04936	0.057
P46531	P04936	0.033
Q96RI0	P04936	0.051
Q9UM01	P04936	0.083
P20023	P04936	0.049
O43614	P04936	0.047
O76050	P04936	0.067
P22607	P04936	0.055
P06213	P04936	0.055
Q9GZY6	P04936	0.064
P32238	P04936	0.075
P14410	P04936	0.051
Q8IWT1	P04936	0.039
Q9UMX0	P04936	0.037
Q9Y5Z0	P04936	0.051
P48551	P04936	0.046
Q9BY79	P04936	0.036
P14415	P04936	0.054
A0A0C4DH67	P04936	0.073
Q5T2D2	P04936	0.055
P08069	P04936	0.057
Q9BX97	P04936	0.051
P03986	P04936	0.049
O43490	P04936	0.040
Q09428	P04936	0.060
Q9Y5G7	P04936	0.057
Q93038	P04936	0.043
A0A0J9YVY3	P04936	0.055
Q9UPR5	P04936	0.047
Q9BXB1	P04936	0.042
A0A0A6YYG3	P04936	0.056
O43318	P04936	0.038
P22303	P04936	0.037
P21554	P04936	0.075
Q13291	P04936	0.069
A0A087WSY4	P04936	0.090
Q8NH89	P04936	0.066
Q8NFT8	P04936	0.065
Q9NZV1	P04936	0.024
P35222	P04936	0.035
A0A0J9YXY3	P04936	0.047
Q9Y265	P04936	0.041
A0A0C4DH29	P04936	0.049
Q08174	P04936	0.051
P14555	P04936	0.035
Q8NFJ6	P04936	0.062
P22223	P04936	0.039
P31785	P04936	0.068
P16109	P04936	0.069
Q7RTP0	P04936	0.037
P78369	P04936	0.051
P13637	P04936	0.040
P08908	P04936	0.056
Q92847	P04936	0.073
Q01113	P04936	0.051
Q8WTV0	P04936	0.049
Q49SQ1	P04936	0.049
P57087	P04936	0.041
P29323	P04936	0.072
P28908	P04936	0.044
P26012	P04936	0.064
Q9UNW8	P04936	0.039
Q8NHG8	P04936	0.095
P43116	P04936	0.087
P54760	P04936	0.061
Q16720	P04936	0.053
P31644	P04936	0.030
P10721	P04936	0.035
O43895	P04936	0.051
Q14108	P04936	0.045
P54764	P04936	0.068
Q13319	P04936	0.073
A0A0A6YYG2	P04936	0.044
P41595	P04936	0.031
P05106	P04936	0.047
P25063	P04936	0.059
P08962	P04936	0.093
P13498	P04936	0.132
P0DP02	P04936	0.094
Q15758	P04936	0.059
Q07699	P04936	0.047
Q08554	P04936	0.047
P18825	P04936	0.077
P63027	P04936	0.062
Q7Z6M3	P04936	0.077
Q9Y2T6	P04936	0.051
A0JD32	P04936	0.061
O95057	P04936	0.051
Q04844	P04936	0.063
A0A0C4DH33	P04936	0.048
Q8N149	P04936	0.042
Q8TF71	P04936	0.062
P15509	P04936	0.063
P49286	P04936	0.093
P29275	P04936	0.076
P00747	P04936	0.033
Q16518	P04936	0.041
Q96Q06	P04936	0.048
Q9HBH0	P04936	0.069
Q9UIG8	P04936	0.059
Q8ND76	P04936	0.073
O43300	P04936	0.057
A0A0B4J277	P04936	0.044
O95754	P04936	0.047
Q9P1P5	P04936	0.082
P11166	P04936	0.057
Q8NAC3	P04936	0.045
P30203	P04936	0.071
A0A0B4J1V2	P04936	0.041
Q02763	P04936	0.064
Q8NGE5	P04936	0.055
P01112	P04936	0.069
Q16570	P04936	0.049
Q96LA5	P04936	0.053
Q6UXB3	P04936	0.041
Q6UXZ0	P04936	0.056
P01705	P04936	0.147
P05026	P04936	0.056
P43003	P04936	0.041
P10301	P04936	0.062
P58335	P04936	0.053
P51679	P04936	0.059
P55285	P04936	0.043
O95264	P04936	0.055
H7C241	P04936	0.047
P30301	P04936	0.057
P25445	P04936	0.045
Q86Y22	P04936	0.065
P08648	P04936	0.011
P51684	P04936	0.050
Q9Y624	P04936	0.038
Q92737	P04936	0.069
P49903	P04936	0.041
Q9HD43	P04936	0.035
Q969N4	P04936	0.079
O00254	P04936	0.077
P06331	P04936	0.066
Q92692	P04936	0.032
Q86YC3	P04936	0.042
P22694	P04936	0.055
Q8N8Q9	P04936	0.049
P08183	P04936	0.034
Q9NP90	P04936	0.051
Q13607	P04936	0.044
Q9Y2C5	P04936	0.081
P20339	P04936	0.045
P41240	P04936	0.066
Q8NGB2	P04936	0.047
Q9NP99	P04936	0.057
Q9BYE9	P04936	0.043
A0A1B0GX95	P04936	0.064
O43323	P04936	0.080
A0A0B4J238	P04936	0.047
P42261	P04936	0.034
O00548	P04936	0.033
Q15116	P04936	0.052
Q9UBY5	P04936	0.048
Q86UD5	P04936	0.060
P25116	P04936	0.076
P07947	P04936	0.034
A0A0B4J1V6	P04936	0.048
Q99653	P04936	0.053
P19438	P04936	0.073
A0A0A0MS00	P04936	0.055
A6BM72	P04936	0.039
Q5VV43	P04936	0.047
Q9HBX9	P04936	0.094
A0A0A6YYC5	P04936	0.039
P09769	P04936	0.046
P30550	P04936	0.037
A0A075B6I9	P04936	0.061
P23515	P04936	0.061
Q9UQF0	P04936	0.054
Q7Z410	P04936	0.031
O95661	P04936	0.041
Q9P0L0	P04936	0.046
P11362	P04936	0.056
A0A5A2	P04936	0.066
P21926	P04936	0.051
Q9HBW1	P04936	0.063
P07550	P04936	0.045
Q9NY46	P04936	0.046
P10644	P04936	0.051
Q14246	P04936	0.033
P63098	P04936	0.039
P35070	P04936	0.070
P17301	P04936	0.053
P47901	P04936	0.063
Q8N5I2	P04936	0.055
P23975	P04936	0.030
O75443	P04936	0.054
Q9NYM4	P04936	0.075
P32004	P04936	0.055
Q99677	P04936	0.049
A0A0J9YX35	P04936	0.091
P98172	P04936	0.055
O15245	P04936	0.059
Q9BQ51	P04936	0.075
P05362	P04936	0.059
P62745	P04936	0.065
P01876	P04936	0.051
P01375	P04936	0.055
P04629	P04936	0.065
Q8IVW8	P04936	0.079
P12314	P04936	0.069
P20648	P04936	0.032
P50993	P04936	0.049
Q9NP58	P04936	0.073
O15303	P04936	0.053
O43865	P04936	0.035
Q8N9M5	P04936	0.084
Q9UBL6	P04936	0.047
Q14439	P04936	0.051
P21796	P04936	0.055
P25024	P04936	0.081
P01715	P04936	0.061
P01906	P04936	0.097
P47900	P04936	0.061
Q9Y230	P04936	0.039
Q9H8T0	P04936	0.064
Q8N695	P04936	0.075
P15813	P04936	0.089
Q14392	P04936	0.049
Q9Y5I7	P04936	0.053
Q9BX67	P04936	0.061
O95471	P04936	0.057
O60503	P04936	0.037
P01130	P04936	0.059
P31321	P04936	0.065
A0A0B4J276	P04936	0.049
Q5T6X5	P04936	0.029
Q14916	P04936	0.069
P55085	P04936	0.045
P14416	P04936	0.057
P28335	P04936	0.043
P01703	P04936	0.055
O14798	P04936	0.055
P32926	P04936	0.047
Q16553	P04936	0.067
O95971	P04936	0.039
P29965	P04936	0.041
Q9UHI7	P04936	0.027
Q03405	P04936	0.052
B2RN74	P04936	0.063
P47211	P04936	0.083
O75976	P04936	0.046
Q14831	P04936	0.040
A0A075B6J6	P04936	0.069
Q86XT9	P04936	0.069
P29274	P04936	0.076
P21462	P04936	0.055
Q13304	P04936	0.063
Q9Y6L6	P04936	0.040
Q9BXA5	P04936	0.077
Q6IFH4	P04936	0.042
P08922	P04936	0.043
O43921	P04936	0.097
P32246	P04936	0.091
Q8NHV5	P04936	0.071
P01611	P04936	0.128
Q99466	P04936	0.029
Q96FX8	P04936	0.100
A0A0C4DH26	P04936	0.047
P13591	P04936	0.033
P08134	P04936	0.055
A6NFX1	P04936	0.052
P01730	P04936	0.065
Q96RF0	P04936	0.051
P05107	P04936	0.063
Q8NI35	P04936	0.035
P41217	P04936	0.055
P43005	P04936	0.047
P52798	P04936	0.107
O00468	P04936	0.027
Q9NPF0	P04936	0.081
P04839	P04936	0.048
A0A0B4J2H0	P04936	0.055
Q32ZL2	P04936	0.041
Q96EY1	P04936	0.053
Q8TDQ0	P04936	0.066
Q9H3Z4	P04936	0.073
Q9Y5H8	P04936	0.047
A0A0B4J1U3	P04936	0.121
P36888	P04936	0.039
P11717	P04936	0.067
P01764	P04936	0.081
P16070	P04936	0.042
Q9Y5F2	P04936	0.049
Q6PEY1	P04936	0.103
Q15084	P04936	0.047
P19256	P04936	0.041
P12319	P04936	0.051
Q9Y5Y4	P04936	0.077
Q9H313	P04936	0.079
Q01518	P04936	0.048
P06729	P04936	0.049
P40337	P04936	0.105
Q96J84	P04936	0.035
A0A0B4J275	P04936	0.041
P40879	P04936	0.036
A0A578	P04936	0.045
P34995	P04936	0.067
Q9Y5Y7	P04936	0.037
P01817	P04936	0.065
O00501	P04936	0.073
Q6UXM1	P04936	0.039
Q8NH07	P04936	0.060
Q07075	P04936	0.048
P16671	P04936	0.064
Q9HCJ2	P04936	0.071
O60641	P04936	0.026
Q92930	P04936	0.051
Q9NPD5	NP_056844	0.034
Q96EP9	NP_056844	0.086
Q9NRA2	NP_056844	0.057
P33032	NP_056844	0.050
P20309	NP_056844	0.053
A0A577	NP_056844	0.059
Q9UHC9	NP_056844	0.043
Q15286	NP_056844	0.069
Q96KG7	NP_056844	0.061
P04430	NP_056844	0.117
Q7Z5N4	NP_056844	0.059
P04234	NP_056844	0.077
P35372	NP_056844	0.048
Q96GR2	NP_056844	0.043
P21583	NP_056844	0.059
P51164	NP_056844	0.066
P41145	NP_056844	0.044
P49685	NP_056844	0.078
Q496F6	NP_056844	0.095
A0A597	NP_056844	0.074
O14626	NP_056844	0.056
P05129	NP_056844	0.041
Q01844	NP_056844	0.057
A0A0B4J241	NP_056844	0.048
P41587	NP_056844	0.074
P31995	NP_056844	0.094
Q9ULB1	NP_056844	0.059
P16144	NP_056844	0.056
A0A0C4DH25	NP_056844	0.149
P52799	NP_056844	0.075
O00526	NP_056844	0.059
Q14524	NP_056844	0.047
Q13255	NP_056844	0.038
Q96D42	NP_056844	0.057
P06312	NP_056844	0.081
Q13324	NP_056844	0.057
Q8NG94	NP_056844	0.051
Q8NH90	NP_056844	0.055
Q16512	NP_056844	0.066
P50151	NP_056844	0.053
P09619	NP_056844	0.043
O75056	NP_056844	0.054
Q9Y2C9	NP_056844	0.070
Q15700	NP_056844	0.051
Q7RTX0	NP_056844	0.041
Q9Y6J6	NP_056844	0.073
Q9NS75	NP_056844	0.047
P18084	NP_056844	0.063
Q16651	NP_056844	0.070
Q9UM47	NP_056844	0.041
P20020	NP_056844	0.055
A0A075B6S5	NP_056844	0.133
A0A0C4DH28	NP_056844	0.065
P56856	NP_056844	0.058
Q08357	NP_056844	0.043
P51677	NP_056844	0.098
P15529	NP_056844	0.070
Q9Y5X1	NP_056844	0.065
Q92629	NP_056844	0.063
Q6UXG2	NP_056844	0.056
Q9Y597	NP_056844	0.071
P08582	NP_056844	0.080
P01619	NP_056844	0.144
Q8NGM8	NP_056844	0.056
Q8NH83	NP_056844	0.075
P30531	NP_056844	0.074
Q04656	NP_056844	0.060
Q96CW1	NP_056844	0.041
Q9P2Y5	NP_056844	0.053
P20333	NP_056844	0.075
O14842	NP_056844	0.061
O95918	NP_056844	0.087
Q5BIV9	NP_056844	0.130
Q9BY14	NP_056844	0.055
A0A0K0K1B3	NP_056844	0.099
P01825	NP_056844	0.125
Q14242	NP_056844	0.036
P05186	NP_056844	0.080
Q92536	NP_056844	0.079
Q9GZN0	NP_056844	0.073
P47872	NP_056844	0.063
Q9NY25	NP_056844	0.053
P35613	NP_056844	0.066
P19397	NP_056844	0.059
O00241	NP_056844	0.054
Q5T601	NP_056844	0.045
P55087	NP_056844	0.054
Q8N144	NP_056844	0.101
A0A0C4DH69	NP_056844	0.139
Q6UQ28	NP_056844	0.066
Q92823	NP_056844	0.061
O43164	NP_056844	0.042
Q9UGH3	NP_056844	0.040
Q9NPB3	NP_056844	0.078
A0A5B7	NP_056844	0.056
P30988	NP_056844	0.088
Q9ULC5	NP_056844	0.056
Q969F8	NP_056844	0.066
Q04609	NP_056844	0.047
P48509	NP_056844	0.074
Q86VL8	NP_056844	0.059
P09326	NP_056844	0.067
O00398	NP_056844	0.065
Q3MIR4	NP_056844	0.055
A0A087WSY6	NP_056844	0.100
P46108	NP_056844	0.119
Q9NPC1	NP_056844	0.085
P22413	NP_056844	0.055
A0A075B6R0	NP_056844	0.065
P32418	NP_056844	0.052
P22455	NP_056844	0.039
Q12860	NP_056844	0.059
P01859	NP_056844	0.051
Q9NY91	NP_056844	0.043
Q86TG1	NP_056844	0.082
P31645	NP_056844	0.053
Q1EHB4	NP_056844	0.075
Q9UHX3	NP_056844	0.054
Q92887	NP_056844	0.062
O60716	NP_056844	0.047
O00206	NP_056844	0.053
P63211	NP_056844	0.082
P11168	NP_056844	0.071
P30989	NP_056844	0.051
P14778	NP_056844	0.064
Q8IU80	NP_056844	0.048
O43739	NP_056844	0.054
Q9NVZ3	NP_056844	0.058
P32248	NP_056844	0.072
O15374	NP_056844	0.051
P04211	NP_056844	0.055
Q9NWF4	NP_056844	0.058
P51654	NP_056844	0.059
P54762	NP_056844	0.059
P0DOY3	NP_056844	0.079
O14944	NP_056844	0.062
Q13936	NP_056844	0.061
Q96F05	NP_056844	0.039
Q01814	NP_056844	0.058
Q14118	NP_056844	0.054
O00476	NP_056844	0.071
Q8NH01	NP_056844	0.048
Q96NR3	NP_056844	0.036
Q9Y5Y0	NP_056844	0.065
P38484	NP_056844	0.066
O95477	NP_056844	0.045
P53985	NP_056844	0.043
P62079	NP_056844	0.097
P30968	NP_056844	0.069
A0A0B4J1X8	NP_056844	0.103
Q86V35	NP_056844	0.069
P0C623	NP_056844	0.053
Q86SQ3	NP_056844	0.051
P35968	NP_056844	0.062
Q14832	NP_056844	0.052
P24530	NP_056844	0.089
P63244	NP_056844	0.047
P07948	NP_056844	0.070
Q6UX82	NP_056844	0.047
Q8WWG1	NP_056844	0.066
Q92633	NP_056844	0.051
Q7Z2K8	NP_056844	0.055
P07949	NP_056844	0.067
P0DOY2	NP_056844	0.077
Q7RTX1	NP_056844	0.040
P11912	NP_056844	0.111
Q9HAB3	NP_056844	0.055
P20138	NP_056844	0.068
A0A0K0K1C4	NP_056844	0.091
P55042	NP_056844	0.059
A0A0K0K1D8	NP_056844	0.065
O75131	NP_056844	0.055
Q9BXN2	NP_056844	0.059
Q9P273	NP_056844	0.063
P36897	NP_056844	0.083
P47898	NP_056844	0.087
A0A0B4J1Y8	NP_056844	0.101
P21802	NP_056844	0.053
Q7RTY1	NP_056844	0.063
Q8IWV2	NP_056844	0.042
Q9BX59	NP_056844	0.056
Q9H3R2	NP_056844	0.041
O00533	NP_056844	0.067
P19235	NP_056844	0.067
A0A075B6I0	NP_056844	0.065
Q08708	NP_056844	0.126
P48039	NP_056844	0.091
A0A0B4J262	NP_056844	0.065
P48145	NP_056844	0.067
Q96B33	NP_056844	0.082
Q86YT6	NP_056844	0.042
P10912	NP_056844	0.059
Q9UHI5	NP_056844	0.051
Q99705	NP_056844	0.056
P21589	NP_056844	0.049
Q96R54	NP_056844	0.091
P13688	NP_056844	0.063
A0A075B6J2	NP_056844	0.062
Q9NYV7	NP_056844	0.067
P01624	NP_056844	0.110
A0A0C4DH41	NP_056844	0.143
P61224	NP_056844	0.072
Q02223	NP_056844	0.051
P25092	NP_056844	0.053
P40199	NP_056844	0.062
Q9Y345	NP_056844	0.046
P08913	NP_056844	0.081
Q58EX2	NP_056844	0.058
P0DP58	NP_056844	0.075
O43508	NP_056844	0.076
Q8IWE4	NP_056844	0.087
Q9Y2I2	NP_056844	0.069
Q86VB7	NP_056844	0.063
O15162	NP_056844	0.068
Q86WB7	NP_056844	0.069
Q2HXU8	NP_056844	0.057
P34810	NP_056844	0.065
P01704	NP_056844	0.097
Q9NR61	NP_056844	0.058
Q14973	NP_056844	0.076
P63000	NP_056844	0.066
Q13467	NP_056844	0.040
Q30154	NP_056844	0.075
O15393	NP_056844	0.047
P18848	NP_056844	0.067
P20273	NP_056844	0.040
P58743	NP_056844	0.068
Q5DID0	NP_056844	0.044
O14638	NP_056844	0.059
A0A0B4J274	NP_056844	0.059
A0A075B6K4	NP_056844	0.073
P32239	NP_056844	0.095
Q96NY8	NP_056844	0.051
P80748	NP_056844	0.150
P58173	NP_056844	0.067
P13569	NP_056844	0.050
Q86UF1	NP_056844	0.066
P82251	NP_056844	0.081
Q06787	NP_056844	0.057
P0CG01	NP_056844	0.069
P26006	NP_056844	0.064
P26718	NP_056844	0.102
P51681	NP_056844	0.047
P33151	NP_056844	0.046
Q9BZR6	NP_056844	0.067
P50150	NP_056844	0.068
Q96RI9	NP_056844	0.092
P63215	NP_056844	0.072
P49238	NP_056844	0.048
P56817	NP_056844	0.061
O15552	NP_056844	0.069
P63218	NP_056844	0.055
P01742	NP_056844	0.057
Q6ZQN7	NP_056844	0.053
Q9BV40	NP_056844	0.063
P54709	NP_056844	0.094
P01714	NP_056844	0.054
Q9HBB8	NP_056844	0.043
O60755	NP_056844	0.045
Q14773	NP_056844	0.079
P41146	NP_056844	0.056
P17181	NP_056844	0.039
P41968	NP_056844	0.077
P15144	NP_056844	0.045
Q7L0Q8	NP_056844	0.068
P47888	NP_056844	0.070
Q14330	NP_056844	0.057
P53618	NP_056844	0.054
O94856	NP_056844	0.082
P01717	NP_056844	0.083
P0DPF4	NP_056844	0.059
Q15303	NP_056844	0.052
P21709	NP_056844	0.049
O95867	NP_056844	0.099
P13945	NP_056844	0.049
Q9NRA1	NP_056844	0.087
P79483	NP_056844	0.085
P61586	NP_056844	0.072
Q16820	NP_056844	0.043
P22732	NP_056844	0.055
Q13002	NP_056844	0.059
Q8NH72	NP_056844	0.083
A0A0B4J248	NP_056844	0.077
P16871	NP_056844	0.069
P01706	NP_056844	0.140
Q9UNQ0	NP_056844	0.043
Q8NFP4	NP_056844	0.053
P0CG04	NP_056844	0.079
P0C7T3	NP_056844	0.075
Q8WY64	NP_056844	0.055
P51151	NP_056844	0.066
P62330	NP_056844	0.055
P56539	NP_056844	0.075
P01824	NP_056844	0.125
Q6UWL6	NP_056844	0.042
Q8TCW9	NP_056844	0.053
P06731	NP_056844	0.051
Q495A1	NP_056844	0.092
Q8NI17	NP_056844	0.053
P08174	NP_056844	0.053
P55899	NP_056844	0.085
Q15669	NP_056844	0.092
P51685	NP_056844	0.110
Q99075	NP_056844	0.104
Q15109	NP_056844	0.056
P01903	NP_056844	0.070
Q14574	NP_056844	0.049
P12931	NP_056844	0.058
P01861	NP_056844	0.051
Q92482	NP_056844	0.051
Q9BXT2	NP_056844	0.092
P01768	NP_056844	0.122
P60763	NP_056844	0.068
P21860	NP_056844	0.048
Q9NRM0	NP_056844	0.055
P22681	NP_056844	0.043
O94956	NP_056844	0.069
O14493	NP_056844	0.061
Q9NQC7	NP_056844	0.041
Q9NPH3	NP_056844	0.037
A0A0B4J234	NP_056844	0.063
P11234	NP_056844	0.068
P57735	NP_056844	0.057
P60507	NP_056844	0.057
A0A0B4J1Y9	NP_056844	0.065
A6NF89	NP_056844	0.051
Q5SSG8	NP_056844	0.059
Q9GZQ4	NP_056844	0.087
Q6UXK2	NP_056844	0.037
A0A1B0GX68	NP_056844	0.070
Q9BZM2	NP_056844	0.073
Q04900	NP_056844	0.048
P0DMS8	NP_056844	0.097
P0DP07	NP_056844	0.143
Q16625	NP_056844	0.085
A6ND48	NP_056844	0.063
P35916	NP_056844	0.049
Q5MY95	NP_056844	0.048
Q99497	NP_056844	0.052
O95500	NP_056844	0.062
Q15762	NP_056844	0.057
P04921	NP_056844	0.053
Q6UY09	NP_056844	0.047
P17813	NP_056844	0.054
Q9Y5N1	NP_056844	0.047
P49006	NP_056844	0.051
Q9HC73	NP_056844	0.096
Q8NHC7	NP_056844	0.081
P60953	NP_056844	0.064
Q9H2X3	NP_056844	0.044
Q9Y639	NP_056844	0.059
P15328	NP_056844	0.098
O15056	NP_056844	0.052
Q9UI14	NP_056844	0.073
P34903	NP_056844	0.045
P16473	NP_056844	0.055
P06315	NP_056844	0.057
Q9H665	NP_056844	0.070
O00222	NP_056844	0.050
P00533	NP_056844	0.043
P56748	NP_056844	0.053
Q13651	NP_056844	0.067
P29017	NP_056844	0.083
O14931	NP_056844	0.099
P35346	NP_056844	0.065
P48960	NP_056844	0.053
P50052	NP_056844	0.075
O95977	NP_056844	0.063
Q96FL8	NP_056844	0.058
A0A075B6U4	NP_056844	0.080
A0A075B6J1	NP_056844	0.080
Q9NP72	NP_056844	0.056
P46934	NP_056844	0.065
P01833	NP_056844	0.055
P13987	NP_056844	0.065
Q9NRM6	NP_056844	0.069
Q9UQ52	NP_056844	0.050
Q99578	NP_056844	0.065
Q96R67	NP_056844	0.062
P48165	NP_056844	0.056
A0A0G2JMI3	NP_056844	0.055
P41180	NP_056844	0.068
Q9UIA0	NP_056844	0.061
P55064	NP_056844	0.067
O00155	NP_056844	0.071
A0A0C4DH55	NP_056844	0.163
P06028	NP_056844	0.057
A0A0C4DH59	NP_056844	0.077
Q99624	NP_056844	0.053
Q14714	NP_056844	0.080
Q96CW9	NP_056844	0.066
Q9H244	NP_056844	0.064
Q96JJ6	NP_056844	0.054
P51686	NP_056844	0.057
Q9BPV8	NP_056844	0.060
Q8N4C7	NP_056844	0.055
P56750	NP_056844	0.061
A0A5A6	NP_056844	0.079
O00591	NP_056844	0.048
Q8NBV8	NP_056844	0.079
P21918	NP_056844	0.055
P57764	NP_056844	0.067
A0A075B6X5	NP_056844	0.057
O95069	NP_056844	0.087
P49841	NP_056844	0.059
P08588	NP_056844	0.067
Q96PL2	NP_056844	0.039
P60201	NP_056844	0.067
Q9H209	NP_056844	0.071
O00574	NP_056844	0.070
P02786	NP_056844	0.059
Q07021	NP_056844	0.061
Q8IZA0	NP_056844	0.048
A0A087WT02	NP_056844	0.055
Q9BZW8	NP_056844	0.101
Q9BY10	NP_056844	0.077
Q9Y5Y3	NP_056844	0.062
Q9UKL4	NP_056844	0.067
P14222	NP_056844	0.069
P42081	NP_056844	0.048
O14514	NP_056844	0.049
Q03431	NP_056844	0.043
P01116	NP_056844	0.069
Q8WWQ8	NP_056844	0.070
P32302	NP_056844	0.087
